"","razao_social","nome_fantasia","situacao_cadastral","descricao_tipo_logradouro","logradouro","numero","complemento","bairro","cep","uf","codigo_municipio","municipio","codigo_natureza_juridica","cnpj","tipo","endereco","localizacao","lat","lon"
"498","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","ESTRADA","DO CAMPO LIMPO","4355","","PIRAJUSSARA","05787000","SP","7107","SAO PAULO","2062","59291534035629","CASA BAHIA","ESTRADA DO CAMPO LIMPO","SP, SAO PAULO, PIRAJUSSARA, ESTRADA DO CAMPO LIMPO, CASA BAHIA COMERCIAL LTDA.",-23.6275,-46.7666667
"499","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","BRASIL","1690","","VL ROMANOPOLIS","08529310","SP","6415","FERRAZ DE VASCONCELOS","2062","59291534036005","CASA BAHIA","AVENIDA BRASIL","SP, FERRAZ DE VASCONCELOS, VL ROMANOPOLIS, AVENIDA BRASIL, CASA BAHIA COMERCIAL LTDA.",-23.5421625,-46.3694429
"500","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","RAGUEB CHOHFI","4710","4.720 E 4.730             E ENTRADA PELA RUA        JORGE DE BARROS           42","JD TRES MARIAS","08375000","SP","7107","SAO PAULO","2062","59291534036277","CASA BAHIA","AVENIDA RAGUEB CHOHFI","SP, SAO PAULO, JD TRES MARIAS, AVENIDA RAGUEB CHOHFI, CASA BAHIA COMERCIAL LTDA.",-23.5952383,-46.4404022
"501","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","SANTA MARINA","2687","RUA ANTONIETA LEITAO,110E126","VILA ALBERTINA","02732040","SP","7107","SAO PAULO","2062","59291534036358","CASA BAHIA","AVENIDA SANTA MARINA","SP, SAO PAULO, VILA ALBERTINA, AVENIDA SANTA MARINA, CASA BAHIA COMERCIAL LTDA.",-23.5016667,-46.6952778
"502","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","DO ORATORIO","2265","E 2301","PQ SAO LUCAS","03221100","SP","7107","SAO PAULO","2062","59291534036439","CASA BAHIA","AVENIDA DO ORATORIO","SP, SAO PAULO, PQ SAO LUCAS, AVENIDA DO ORATORIO, CASA BAHIA COMERCIAL LTDA.",-23.5920264,-46.5471762
"503","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","ITABERABA","5080","5084","VL N CACHOEIRINHA","02739000","SP","7107","SAO PAULO","2062","59291534036862","CASA BAHIA","AVENIDA ITABERABA","SP, SAO PAULO, VL N CACHOEIRINHA, AVENIDA ITABERABA, CASA BAHIA COMERCIAL LTDA.",-23.4745561,-46.6687879
"504","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","RUA","VOLUNTARIOS DA PATRIA","1943","1945 1949 1953 E 1955 SALAO TERREO R SALETE 100","SANTANA","02011400","SP","7107","SAO PAULO","2062","59291534036943","CASA BAHIA","RUA VOLUNTARIOS DA PATRIA","SP, SAO PAULO, SANTANA, RUA VOLUNTARIOS DA PATRIA, CASA BAHIA COMERCIAL LTDA.",-23.5031367,-46.6268345
"505","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","SAPOPEMBA","3681","E 3691","VL REGENTE FEIJO","03345001","SP","7107","SAO PAULO","2062","59291534037087","CASA BAHIA","AVENIDA SAPOPEMBA","SP, SAO PAULO, VL REGENTE FEIJO, AVENIDA SAPOPEMBA, CASA BAHIA COMERCIAL LTDA.",-23.611766,-46.570502
"506","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","PRACA","FLORIANO PEIXOTO","112","122","SANTO AMARO","04751030","SP","7107","SAO PAULO","2062","59291534037320","CASA BAHIA","PRACA FLORIANO PEIXOTO","SP, SAO PAULO, SANTO AMARO, PRACA FLORIANO PEIXOTO, CASA BAHIA COMERCIAL LTDA.",-23.6517049,-46.7072146
"507","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","RUA","JOAO DOMINGUES DE OLIVEIRA","31","32,36 E 44 RUA KAETH","CENTRO","09400250","SP","6967","RIBEIRAO PIRES","2062","59291534037591","CASA BAHIA","RUA JOAO DOMINGUES DE OLIVEIRA","SP, RIBEIRAO PIRES, CENTRO, RUA JOAO DOMINGUES DE OLIVEIRA, CASA BAHIA COMERCIAL LTDA.",-23.7137372,-46.4136617
"508","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","XV DE NOVEMBRO","16","E 26 FUNDOS               RUA HENRIQUE SOTER        FERNANDES 25","CENTRO","06850100","SP","6545","ITAPECERICA DA SERRA","2062","59291534038130","CASA BAHIA","AVENIDA XV DE NOVEMBRO","SP, ITAPECERICA DA SERRA, CENTRO, AVENIDA XV DE NOVEMBRO, CASA BAHIA COMERCIAL LTDA.",-23.7162054,-46.8495242
"509","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","ARICANDUVA","5555","ARCOS 125/128 INTER","JD S TEREZINHA","03527000","SP","7107","SAO PAULO","2062","59291534038210","CASA BAHIA","AVENIDA ARICANDUVA","SP, SAO PAULO, JD S TEREZINHA, AVENIDA ARICANDUVA, CASA BAHIA COMERCIAL LTDA.",-23.5652945,-46.5049208
"510","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","RUA","KIZAEMON TAKEUTI","3045","3051","PIRAJUSSARA","06775003","SP","7157","TABOAO DA SERRA","2062","59291534038644","CASA BAHIA","RUA KIZAEMON TAKEUTI","SP, TABOAO DA SERRA, PIRAJUSSARA, RUA KIZAEMON TAKEUTI, CASA BAHIA COMERCIAL LTDA.",-23.6414603,-46.8039667
"511","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","PRACA","LEONOR KAUPA","100","ARCOS 242/243/342/3","JD SAUDE","04151100","SP","7107","SAO PAULO","2062","59291534038725","CASA BAHIA","PRACA LEONOR KAUPA","SP, SAO PAULO, JD SAUDE, PRACA LEONOR KAUPA, CASA BAHIA COMERCIAL LTDA.",-23.6202801,-46.626839
"512","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","GUARAPIRANGA","752","L.106/7/8/9/10 E 110A","LARGO DO SOCORRO","04762001","SP","7107","SAO PAULO","2062","59291534038806","CASA BAHIA","AVENIDA GUARAPIRANGA","SP, SAO PAULO, LARGO DO SOCORRO, AVENIDA GUARAPIRANGA, CASA BAHIA COMERCIAL LTDA.",-23.6658997,-46.7210709
"513","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","RAGUEB CHOHFI","3248","R MINAS DE STA FE 1","ITAQUERA","01022040","SP","7107","SAO PAULO","2062","59291534038997","CASA BAHIA","AVENIDA RAGUEB CHOHFI","SP, SAO PAULO, ITAQUERA, AVENIDA RAGUEB CHOHFI, CASA BAHIA COMERCIAL LTDA.",-23.5952383,-46.4404022
"514","CASA BAHIA COMERCIAL LTDA.","","08","RUA","PE VIEGAS DE MENEZES","465","469/475/485","ITAQUERA","08220510","SP","7107","SAO PAULO","2062","59291534039373","CASA BAHIA","RUA PE VIEGAS DE MENEZES","SP, SAO PAULO, ITAQUERA, RUA PE VIEGAS DE MENEZES, CASA BAHIA COMERCIAL LTDA.",-23.5358006,-46.4556695
"515","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","SAO JOSE","174","178/182","JD ROSINHA","09910380","SP","6377","DIADEMA","2062","59291534039454","CASA BAHIA","AVENIDA SAO JOSE","SP, DIADEMA, JD ROSINHA, AVENIDA SAO JOSE, CASA BAHIA COMERCIAL LTDA.",-23.6897525,-46.6287946
"516","CASA BAHIA COMERCIAL LTDA.","","08","RUA","SENADOR VERGUEIRO","5058","5072","RUDGE RAMOS","09602000","SP","7075","SAO BERNARDO DO CAMPO","2062","59291534039535","CASA BAHIA","RUA SENADOR VERGUEIRO","SP, SAO BERNARDO DO CAMPO, RUDGE RAMOS, RUA SENADOR VERGUEIRO, CASA BAHIA COMERCIAL LTDA.",-23.6541443,-46.571305
"517","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","SENADOR TEOTONIO VILELA","1324","1346","CIDADE DUTRA","04801000","SP","7107","SAO PAULO","2062","59291534039969","CASA BAHIA","AVENIDA SENADOR TEOTONIO VILELA","SP, SAO PAULO, CIDADE DUTRA, AVENIDA SENADOR TEOTONIO VILELA, CASA BAHIA COMERCIAL LTDA.",-23.7132061,-46.6987206
"518","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","MATEO BEI","3459","","SAO MATEUS","03949013","SP","7107","SAO PAULO","2062","59291534040460","CASA BAHIA","AVENIDA MATEO BEI","SP, SAO PAULO, SAO MATEUS, AVENIDA MATEO BEI, CASA BAHIA COMERCIAL LTDA.",-23.6088196,-46.4770926
"519","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","MARECHAL TITO","413","683 R MIGUEL ANGELO","S MIGUEL PAULISTA","08010090","SP","7107","SAO PAULO","2062","59291534040541","CASA BAHIA","AVENIDA MARECHAL TITO","SP, SAO PAULO, S MIGUEL PAULISTA, AVENIDA MARECHAL TITO, CASA BAHIA COMERCIAL LTDA.",-23.4947993,-46.4387798
"520","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","INDUSTRIAL","600","LUC 206 ABC PLAZA","CAMPESTRE","09080501","SP","7057","SANTO ANDRE","2062","59291534040975","CASA BAHIA","AVENIDA INDUSTRIAL","SP, SANTO ANDRE, CAMPESTRE, AVENIDA INDUSTRIAL, CASA BAHIA COMERCIAL LTDA.",-23.65,-46.5322222
"521","CASA BAHIA COMERCIAL LTDA.","","08","TRAVESSA","CASALBUONO","120","SUC 58/9/60/105/107","VL GUILHERME","02047050","SP","7107","SAO PAULO","2062","59291534041351","CASA BAHIA","TRAVESSA CASALBUONO","SP, SAO PAULO, VL GUILHERME, TRAVESSA CASALBUONO, CASA BAHIA COMERCIAL LTDA.",-23.5154404,-46.6194608
"522","CASA BAHIA COMERCIAL LTDA.","","08","TRAVESSA","CASALBUONO","120","SUC 58/9/60/105/107","VILA GUILHERME","02047050","SP","7107","SAO PAULO","2062","59291534041513","CASA BAHIA","TRAVESSA CASALBUONO","SP, SAO PAULO, VILA GUILHERME, TRAVESSA CASALBUONO, CASA BAHIA COMERCIAL LTDA.",-23.5154404,-46.6194608
"523","CASA BAHIA COMERCIAL LTDA.","CASA BAHIA","08","AVENIDA","DR.GASTAO VIDIGAL","1946","PORT. 03 R.INTERNA 1","VILA LEOPOLDINA","05314000","SP","7107","SAO PAULO","2062","59291534041947","CASA BAHIA","AVENIDA DR.GASTAO VIDIGAL","SP, SAO PAULO, VILA LEOPOLDINA, AVENIDA DR.GASTAO VIDIGAL, CASA BAHIA COMERCIAL LTDA.",-23.5289489,-46.7398972
"524","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","CONDE FRANCISCO MATARAZZO","307","E 333 R.PERRELLA, 433","FUNDACAO","09520120","SP","7077","SAO CAETANO DO SUL","2062","59291534042404","CASA BAHIA","AVENIDA CONDE FRANCISCO MATARAZZO","SP, SAO CAETANO DO SUL, FUNDACAO, AVENIDA CONDE FRANCISCO MATARAZZO, CASA BAHIA COMERCIAL LTDA.",-23.6107157,-46.5707276
"525","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","BENEDITO DE ANDRADE","176","184, R.TENENTE SYLVIO","PIRITUBA","02936000","SP","7107","SAO PAULO","2062","59291534043052","CASA BAHIA","AVENIDA BENEDITO DE ANDRADE","SP, SAO PAULO, PIRITUBA, AVENIDA BENEDITO DE ANDRADE, CASA BAHIA COMERCIAL LTDA.",-23.4881229,-46.7188186
"526","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","MARECHAL TITO","4399","ESQ.RUA ALBARDAO","SAO MIGUEL PAULISTA","08115100","SP","7107","SAO PAULO","2062","59291534047201","CASA BAHIA","AVENIDA MARECHAL TITO","SP, SAO PAULO, SAO MIGUEL PAULISTA, AVENIDA MARECHAL TITO, CASA BAHIA COMERCIAL LTDA.",-23.4947993,-46.4387798
"527","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","SAO MIGUEL","4525","4527 A 4533","PQ BOTURUSSU","03871100","SP","7107","SAO PAULO","2062","59291534047635","CASA BAHIA","AVENIDA SAO MIGUEL","SP, SAO PAULO, PQ BOTURUSSU, AVENIDA SAO MIGUEL, CASA BAHIA COMERCIAL LTDA.",-23.5072513,-46.489709
"528","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","GOVERNADOR MARIO COVAS JUNIOR","01","LUC 180                   MAUA PLAZA SHOPPING","CENTRO","09390040","SP","6689","MAUA","2062","59291534048364","CASA BAHIA","AVENIDA GOVERNADOR MARIO COVAS JUNIOR","SP, MAUA, CENTRO, AVENIDA GOVERNADOR MARIO COVAS JUNIOR, CASA BAHIA COMERCIAL LTDA.",-23.6632353,-46.4609021
"529","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","RUA","DOMINGOS DE MORAIS","2564","SC 9S/10S/19T E L2E DO SHOP. METRO SANTA CRUZ","VILA MARIANA","04036100","SP","7107","SAO PAULO","2062","59291534048526","CASA BAHIA","RUA DOMINGOS DE MORAIS","SP, SAO PAULO, VILA MARIANA, RUA DOMINGOS DE MORAIS, CASA BAHIA COMERCIAL LTDA.",-23.5994752,-46.6369746
"530","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","DONA BELMIRA MARIN","646","656","PQ BRASIL","04846000","SP","7107","SAO PAULO","2062","59291534048607","CASA BAHIA","AVENIDA DONA BELMIRA MARIN","SP, SAO PAULO, PQ BRASIL, AVENIDA DONA BELMIRA MARIN, CASA BAHIA COMERCIAL LTDA.",-23.7367325,-46.6942109
"531","CASA BAHIA COMERCIAL LTDA.","","08","RODOVIA","BR 116","S/N","KM 271,5","CENTRO","06768200","SP","7157","TABOAO DA SERRA","2062","59291534048879","CASA BAHIA","RODOVIA BR 116","SP, TABOAO DA SERRA, CENTRO, RODOVIA BR 116, CASA BAHIA COMERCIAL LTDA.",-23.6136968,-46.7756965
"532","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","PARANAGUA","1477","1681/87 E 1701","VILA PARANAGUA","03806010","SP","7107","SAO PAULO","2062","59291534049506","CASA BAHIA","AVENIDA PARANAGUA","SP, SAO PAULO, VILA PARANAGUA, AVENIDA PARANAGUA, CASA BAHIA COMERCIAL LTDA.",-23.4920228,-46.4790122
"533","CASA BAHIA COMERCIAL LTDA.","","08","PRACA","BOM JESUS DE PIRAPORINHA","307","313","PIRAPORINHA","09951550","SP","6377","DIADEMA","2062","59291534049689","CASA BAHIA","PRACA BOM JESUS DE PIRAPORINHA","SP, DIADEMA, PIRAPORINHA, PRACA BOM JESUS DE PIRAPORINHA, CASA BAHIA COMERCIAL LTDA.",-23.6912352,-46.581243
"534","CASA BAHIA COMERCIAL LTDA.","","08","ALAMEDA","VIEIRA DE CARVALHO","219","223","SANTA TEREZINHA","09210630","SP","7057","SANTO ANDRE","2062","59291534049760","CASA BAHIA","ALAMEDA VIEIRA DE CARVALHO","SP, SANTO ANDRE, SANTA TEREZINHA, ALAMEDA VIEIRA DE CARVALHO, CASA BAHIA COMERCIAL LTDA.",-23.655262,-46.5276451
"535","CASA BAHIA COMERCIAL LTDA.","","08","RUA","ORATORIO","1610","1616 FUNDOS","PQ DAS NACOES","09280000","SP","7057","SANTO ANDRE","2062","59291534050261","CASA BAHIA","RUA ORATORIO","SP, SANTO ANDRE, PQ DAS NACOES, RUA ORATORIO, CASA BAHIA COMERCIAL LTDA.",-23.6552996,-46.5026405
"536","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","NACOES UNIDAS","22540","UNIDADE A7-20 SHOPPING SP MARKET CENTER","VILA ALMEIDA","04795970","SP","7107","SAO PAULO","2062","59291534050857","CASA BAHIA","AVENIDA NACOES UNIDAS","SP, SAO PAULO, VILA ALMEIDA, AVENIDA NACOES UNIDAS, CASA BAHIA COMERCIAL LTDA.",-23.6794155,-46.6972778
"537","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","RUA","GOIANESIA","11","11A,11B, 13 E 19","VILA MEDEIROS","02220290","SP","7107","SAO PAULO","2062","59291534050938","CASA BAHIA","RUA GOIANESIA","SP, SAO PAULO, VILA MEDEIROS, RUA GOIANESIA, CASA BAHIA COMERCIAL LTDA.",-23.4915166,-46.5749369
"538","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","PINEDO","325","","SOCORRO","04640001","SP","7107","SAO PAULO","2062","59291534052124","CASA BAHIA","AVENIDA PINEDO","SP, SAO PAULO, SOCORRO, AVENIDA PINEDO, CASA BAHIA COMERCIAL LTDA.",-23.6699431,-46.7146725
"539","CASA BAHIA COMERCIAL LTDA.","","08","LARGO","DO CAMBUCI","97","","CAMBUCI","01523010","SP","7107","SAO PAULO","2062","59291534052205","CASA BAHIA","LARGO DO CAMBUCI","SP, SAO PAULO, CAMBUCI, LARGO DO CAMBUCI, CASA BAHIA COMERCIAL LTDA.",-23.5626694,-46.6207722
"540","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","PEREIRA BARRETO","42","EUC 006 P.PB","PARAISO","09190210","SP","7057","SANTO ANDRE","2062","59291534052639","CASA BAHIA","AVENIDA PEREIRA BARRETO","SP, SANTO ANDRE, PARAISO, AVENIDA PEREIRA BARRETO, CASA BAHIA COMERCIAL LTDA.",-23.667951,-46.5338342
"541","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","DR. SYLVIO DE CAMPOS","25","25 A","VILA PERUS","05204000","SP","7107","SAO PAULO","2062","59291534054259","CASA BAHIA","AVENIDA DR. SYLVIO DE CAMPOS","SP, SAO PAULO, VILA PERUS, AVENIDA DR. SYLVIO DE CAMPOS, CASA BAHIA COMERCIAL LTDA.",-23.4060508,-46.7535814
"542","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","ESTRADA","DO CAMPO LIMPO","459","EUC N A02/247/248 PISO CARLOS CALDEIRA","VILA PREL","05777001","SP","7107","SAO PAULO","2062","59291534054330","CASA BAHIA","ESTRADA DO CAMPO LIMPO","SP, SAO PAULO, VILA PREL, ESTRADA DO CAMPO LIMPO, CASA BAHIA COMERCIAL LTDA.",-23.6275,-46.7666667
"543","CASA BAHIA COMERCIAL LTDA.","","08","RUA","BORBA GATO","59","EUC337/338 P.SUPERIOR","SANTO AMARO","04747030","SP","7107","SAO PAULO","2062","59291534054410","CASA BAHIA","RUA BORBA GATO","SP, SAO PAULO, SANTO AMARO, RUA BORBA GATO, CASA BAHIA COMERCIAL LTDA.",-23.6517049,-46.7072146
"544","CASA BAHIA COMERCIAL LTDA.","","08","RUA","DA MOOCA","2480","2486","MOOCA","03104002","SP","7107","SAO PAULO","2062","59291534054500","CASA BAHIA","RUA DA MOOCA","SP, SAO PAULO, MOOCA, RUA DA MOOCA, CASA BAHIA COMERCIAL LTDA.",-23.5555014,-46.6010112
"545","CASA BAHIA COMERCIAL LTDA.","","08","RUA","JOSE BONIFACIO","799","S/S1E2 PAV SUP 807S/1","SERRARIA","09960120","SP","6377","DIADEMA","2062","59291534055573","CASA BAHIA","RUA JOSE BONIFACIO","SP, DIADEMA, SERRARIA, RUA JOSE BONIFACIO, CASA BAHIA COMERCIAL LTDA.",-23.6994648,-46.6127273
"546","CASA BAHIA COMERCIAL LTDA.","","08","RUA","FREI ANIBAL DE GENOVA","S/N","LTS.1E2 QUADRA-A","GUAIANASES","08490550","SP","7107","SAO PAULO","2062","59291534055816","CASA BAHIA","RUA FREI ANIBAL DE GENOVA","SP, SAO PAULO, GUAIANASES, RUA FREI ANIBAL DE GENOVA, CASA BAHIA COMERCIAL LTDA.",-23.5846428,-46.4078438
"547","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","IBIRAPUERA","3103","SUC 34  SUCS 35 E 139","INDIANOPOLIS","04029200","SP","7107","SAO PAULO","2062","59291534055905","CASA BAHIA","AVENIDA IBIRAPUERA","SP, SAO PAULO, INDIANOPOLIS, AVENIDA IBIRAPUERA, CASA BAHIA COMERCIAL LTDA.",-23.6102534,-46.6666593
"548","CASA BAHIA COMERCIAL LTDA.","","08","RUA","RUBENS DE OLIVEIRA","15","412E418 LT12,13,14,15","PARQUE COCAIA","04849210","SP","7107","SAO PAULO","2062","59291534056030","CASA BAHIA","RUA RUBENS DE OLIVEIRA","SP, SAO PAULO, PARQUE COCAIA, RUA RUBENS DE OLIVEIRA, CASA BAHIA COMERCIAL LTDA.",-23.7432059,-46.6649329
"549","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","PROFESSOR CELESTINO BOURROUL","847","","LIMAO","02710000","SP","7107","SAO PAULO","2062","59291534056111","CASA BAHIA","AVENIDA PROFESSOR CELESTINO BOURROUL","SP, SAO PAULO, LIMAO, AVENIDA PROFESSOR CELESTINO BOURROUL, CASA BAHIA COMERCIAL LTDA.",-23.5061631,-46.6734026
"550","CASA BAHIA COMERCIAL LTDA.","","08","RUA","TUIUTI","2002","2008,2010 E 2012","TATUAPE","03307012","SP","7107","SAO PAULO","2062","59291534056200","CASA BAHIA","RUA TUIUTI","SP, SAO PAULO, TATUAPE, RUA TUIUTI, CASA BAHIA COMERCIAL LTDA.",-23.5431566,-46.574979
"551","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","RUA","JOAQUIM DAS NEVES","19","SALAO 03 E 25       SALA  01,02,03 E 04       PAVMTO1 E 2","VILA CALDAS","06310030","SP","6313","CARAPICUIBA","2062","59291534058165","CASA BAHIA","RUA JOAQUIM DAS NEVES","SP, CARAPICUIBA, VILA CALDAS, RUA JOAQUIM DAS NEVES, CASA BAHIA COMERCIAL LTDA.",-23.5379263,-46.4554701
"552","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","WALDEMAR CARLOS PEREIRA","1151","R.PARANHOS 289 E 291A","VILA TALARICO","03533003","SP","7107","SAO PAULO","2062","59291534058246","CASA BAHIA","AVENIDA WALDEMAR CARLOS PEREIRA","SP, SAO PAULO, VILA TALARICO, AVENIDA WALDEMAR CARLOS PEREIRA, CASA BAHIA COMERCIAL LTDA.",-23.5448134,-46.5153598
"553","CASA BAHIA COMERCIAL LTDA.","","08","ESTRADA","M BOI MIRIM","4021","","JD DAS FLORES","04905023","SP","7107","SAO PAULO","2062","59291534058327","CASA BAHIA","ESTRADA M BOI MIRIM","SP, SAO PAULO, JD DAS FLORES, ESTRADA M BOI MIRIM, CASA BAHIA COMERCIAL LTDA.",-23.6868782,-46.7709312
"554","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","NORDESTINA","1438","","SAO MIGUEL PAULISTA","08021000","SP","7107","SAO PAULO","2062","59291534058408","CASA BAHIA","AVENIDA NORDESTINA","SP, SAO PAULO, SAO MIGUEL PAULISTA, AVENIDA NORDESTINA, CASA BAHIA COMERCIAL LTDA.",-23.4947993,-46.4387798
"555","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","CUPECE","3036","3042","JD PRUDENCIA","04366001","SP","7107","SAO PAULO","2062","59291534058599","CASA BAHIA","AVENIDA CUPECE","SP, SAO PAULO, JD PRUDENCIA, AVENIDA CUPECE, CASA BAHIA COMERCIAL LTDA.",-23.6664981,-46.6560924
"556","CASA BAHIA COMERCIAL LTDA.","","08","RUA","FLORES DO PIAUI","89","1 ANDAR","ITAQUERA","08210200","SP","7107","SAO PAULO","2062","59291534058670","CASA BAHIA","RUA FLORES DO PIAUI","SP, SAO PAULO, ITAQUERA, RUA FLORES DO PIAUI, CASA BAHIA COMERCIAL LTDA.",-23.5379104,-46.4546748
"557","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","DONA BELMIRA MARIN","891","895 E 899","PQ AMERICA","04846010","SP","7107","SAO PAULO","2062","59291534058750","CASA BAHIA","AVENIDA DONA BELMIRA MARIN","SP, SAO PAULO, PQ AMERICA, AVENIDA DONA BELMIRA MARIN, CASA BAHIA COMERCIAL LTDA.",-23.7381186,-46.6919272
"558","CASA BAHIA COMERCIAL LTDA.","","08","RUA","JOAO PESSOA","166","R.R.G. DO SUL 23","CENTRO","09520000","SP","7077","SAO CAETANO DO SUL","2062","59291534060305","CASA BAHIA","RUA JOAO PESSOA","SP, SAO CAETANO DO SUL, CENTRO, RUA JOAO PESSOA, CASA BAHIA COMERCIAL LTDA.",-23.611766,-46.570502
"559","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","AVENIDA","CONDE FRANCISCO MATARAZZO","290","298 300 308 E 316         RUA PERRELLA S/N          E N 487 E 503","FUNDACAO","09520120","SP","7077","SAO CAETANO DO SUL","2062","59291534060496","CASA BAHIA","AVENIDA CONDE FRANCISCO MATARAZZO","SP, SAO CAETANO DO SUL, FUNDACAO, AVENIDA CONDE FRANCISCO MATARAZZO, CASA BAHIA COMERCIAL LTDA.",-23.6107157,-46.5707276
"560","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","RUI BARBOSA","482","494","CENTRO","06311000","SP","6313","CARAPICUIBA","2062","59291534060658","CASA BAHIA","AVENIDA RUI BARBOSA","SP, CARAPICUIBA, CENTRO, AVENIDA RUI BARBOSA, CASA BAHIA COMERCIAL LTDA.",-23.5204024,-46.8350259
"561","CASA BAHIA COMERCIAL LTDA.","","08","ESTRADA","DO CAMPO LIMPO","3935","","PIRAJUSSARA","05787000","SP","7107","SAO PAULO","2062","59291534061700","CASA BAHIA","ESTRADA DO CAMPO LIMPO","SP, SAO PAULO, PIRAJUSSARA, ESTRADA DO CAMPO LIMPO, CASA BAHIA COMERCIAL LTDA.",-23.6275,-46.7666667
"562","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","ESTRADA","DE ITAPECERICA","8880","RUA TRIBO DOS ACRAS 350 352 E 354","PARQUE FERNANDA","05858002","SP","7107","SAO PAULO","2062","59291534062944","CASA BAHIA","ESTRADA DE ITAPECERICA","SP, SAO PAULO, PARQUE FERNANDA, ESTRADA DE ITAPECERICA, CASA BAHIA COMERCIAL LTDA.",-23.6847071,-46.7998949
"563","CASA BAHIA COMERCIAL LTDA.","","08","RUA","DO TESOURO","240","","PQ.SANTOS DUMONT","06754190","SP","7157","TABOAO DA SERRA","2062","59291534063835","CASA BAHIA","RUA DO TESOURO","SP, TABOAO DA SERRA, PQ.SANTOS DUMONT, RUA DO TESOURO, CASA BAHIA COMERCIAL LTDA.",-23.6084836,-46.7553146
"564","CASA BAHIA COMERCIAL LTDA.","","08","RUA","PERRELLA","383","","FUNDACAO","09520660","SP","7077","SAO CAETANO DO SUL","2062","59291534064050","CASA BAHIA","RUA PERRELLA","SP, SAO CAETANO DO SUL, FUNDACAO, RUA PERRELLA, CASA BAHIA COMERCIAL LTDA.",-23.6091335,-46.5712175
"565","CASA BAHIA COMERCIAL LTDA.","","08","AVENIDA","CONSELHEIRO CARRAO","2260","2262,2270 E 2276","CHACARA CALIFORNIA","03402002","SP","7107","SAO PAULO","2062","59291534064726","CASA BAHIA","AVENIDA CONSELHEIRO CARRAO","SP, SAO PAULO, CHACARA CALIFORNIA, AVENIDA CONSELHEIRO CARRAO, CASA BAHIA COMERCIAL LTDA.",-23.5479741,-46.5396377
"566","CASA BAHIA COMERCIAL LTDA.","CASAS BAHIA","08","RUA","GONCALVES CRESPO","S/N","SHOP METRO TATUAPE II LJ 12 PAV TERREO","TATUAPE","03066030","SP","7107","SAO PAULO","2062","59291534066346","CASA BAHIA","RUA GONCALVES CRESPO","SP, SAO PAULO, TATUAPE, RUA GONCALVES CRESPO, CASA BAHIA COMERCIAL LTDA.",-23.5391205,-46.5759584
