"","razao_social","nome_fantasia","situacao_cadastral","descricao_tipo_logradouro","logradouro","numero","complemento","bairro","cep","uf","codigo_municipio","municipio","codigo_natureza_juridica","cnpj","tipo","endereco","localizacao","lat","lon"
"168","LOJAS AMERICANAS S.A.","","02","RUA","JOAQUIM NABUCO","39","41","BROOKLIN","04621000","SP","7107","SAO PAULO","2046","33014556023307","LOJAS AMERICANAS","RUA JOAQUIM NABUCO","SP, SAO PAULO, BROOKLIN, RUA JOAQUIM NABUCO, LOJAS AMERICANAS S.A.",-23.6231794,-46.6846441
"169","LOJAS AMERICANAS S.A.","","02","AVENIDA","GIOVANNI GRONCHI","5819","122B 122C 123A 136/37","MORUMBI","05724003","SP","7107","SAO PAULO","2046","33014556023803","LOJAS AMERICANAS","AVENIDA GIOVANNI GRONCHI","SP, SAO PAULO, MORUMBI, AVENIDA GIOVANNI GRONCHI, LOJAS AMERICANAS S.A.",-23.6317709,-46.735789
"170","LOJAS AMERICANAS S.A.","","02","AVENIDA","PROF. FRANCISCO MORATO","2718","LOJA 201","BUTANTA","05512300","SP","7107","SAO PAULO","2046","33014556023994","LOJAS AMERICANAS","AVENIDA PROF. FRANCISCO MORATO","SP, SAO PAULO, BUTANTA, AVENIDA PROF. FRANCISCO MORATO, LOJAS AMERICANAS S.A.",-23.5844112,-46.7255559
"171","LOJAS AMERICANAS S.A.","","02","AVENIDA","PIRACEMA","669","LOJA ANCORA G","TAMBORE","06460030","SP","6213","BARUERI","2046","33014556024109","LOJAS AMERICANAS","AVENIDA PIRACEMA","SP, BARUERI, TAMBORE, AVENIDA PIRACEMA, LOJAS AMERICANAS S.A.",-23.5032826,-46.8341066
"172","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","ALAMEDA","SANTOS","38","","PARAISO","01418000","SP","7107","SAO PAULO","2046","33014556024885","LOJAS AMERICANAS","ALAMEDA SANTOS","SP, SAO PAULO, PARAISO, ALAMEDA SANTOS, LOJAS AMERICANAS S.A.",-23.5718632,-46.6455307
"173","LOJAS AMERICANAS S.A.","","02","AVENIDA","DAS NACOES UNIDAS","22.540","LOJAS R425/PAO40","SANTO AMARO","04795000","SP","7107","SAO PAULO","2046","33014556025180","LOJAS AMERICANAS","AVENIDA DAS NACOES UNIDAS","SP, SAO PAULO, SANTO AMARO, AVENIDA DAS NACOES UNIDAS, LOJAS AMERICANAS S.A.",-23.6778229,-46.70048
"174","LOJAS AMERICANAS S.A.","","02","RUA","ALVARES DE AZEVEDO","99","LOJA 05 A 20 E LJ 106","CENTRO","09020901","SP","7057","SANTO ANDRE","2046","33014556025776","LOJAS AMERICANAS","RUA ALVARES DE AZEVEDO","SP, SANTO ANDRE, CENTRO, RUA ALVARES DE AZEVEDO, LOJAS AMERICANAS S.A.",-23.6577407,-46.5280077
"175","LOJAS AMERICANAS S.A.","","02","RODOVIA","REGIS BITTENCOURT     KM 271,5","S/N","LOJA 95 - A - TERREO","JARDIM INTERCAP","06768200","SP","7157","TABOAO DA SERRA","2046","33014556026314","LOJAS AMERICANAS","RODOVIA REGIS BITTENCOURT     KM 271,5","SP, TABOAO DA SERRA, JARDIM INTERCAP, RODOVIA REGIS BITTENCOURT     KM 271,5, LOJAS AMERICANAS S.A.",-23.6158286,-46.7750318
"176","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","JOAQUIM FLORIANO","630","","ITAIM BIBI","04534002","SP","7107","SAO PAULO","2046","33014556026667","LOJAS AMERICANAS","RUA JOAQUIM FLORIANO","SP, SAO PAULO, ITAIM BIBI, RUA JOAQUIM FLORIANO, LOJAS AMERICANAS S.A.",-23.5847222,-46.6761111
"177","LOJAS AMERICANAS S.A.","","02","AVENIDA","PAES DE BARROS","2761","LOJA 22 PISO TERREO","PARQUE DA MOOCA","03149100","SP","7107","SAO PAULO","2046","33014556027124","LOJAS AMERICANAS","AVENIDA PAES DE BARROS","SP, SAO PAULO, PARQUE DA MOOCA, AVENIDA PAES DE BARROS, LOJAS AMERICANAS S.A.",-23.5750545,-46.5870328
"178","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","AUGUSTA","2499","2.503","CERQUEIRA CESAR","01413100","SP","7107","SAO PAULO","2046","33014556027639","LOJAS AMERICANAS","RUA AUGUSTA","SP, SAO PAULO, CERQUEIRA CESAR, RUA AUGUSTA, LOJAS AMERICANAS S.A.",-23.5632831,-46.6653465
"179","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","DA LIBERDADE","863","TERREO-MEZANINO-PARTE DO SUBSOLO/ WC","LIBERDADE","01503001","SP","7107","SAO PAULO","2046","33014556028287","LOJAS AMERICANAS","AVENIDA DA LIBERDADE","SP, SAO PAULO, LIBERDADE, AVENIDA DA LIBERDADE, LOJAS AMERICANAS S.A.",-23.5602324,-46.6379235
"180","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","PAULISTA","320","326 - LOJA B","BELA VISTA","01310000","SP","7107","SAO PAULO","2046","33014556028872","LOJAS AMERICANAS","AVENIDA PAULISTA","SP, SAO PAULO, BELA VISTA, AVENIDA PAULISTA, LOJAS AMERICANAS S.A.",-23.568914,-46.646837
"181","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","DO AROUCHE","49","LOJA 29 - 1 PAVIMENTO","REPUBLICA","01219001","SP","7107","SAO PAULO","2046","33014556028953","LOJAS AMERICANAS","RUA DO AROUCHE","SP, SAO PAULO, REPUBLICA, RUA DO AROUCHE, LOJAS AMERICANAS S.A.",-23.5430943,-46.6441626
"182","LOJAS AMERICANAS S.A.","","02","AVENIDA","GOVERNADOR MARIO COVAS JUNIOR","1","LOJA 07 - PISO TERREO","VILA FAUSTO NEVES MORELLI","09310000","SP","6689","MAUA","2046","33014556030508","LOJAS AMERICANAS","AVENIDA GOVERNADOR MARIO COVAS JUNIOR","SP, MAUA, VILA FAUSTO NEVES MORELLI, AVENIDA GOVERNADOR MARIO COVAS JUNIOR, LOJAS AMERICANAS S.A.",-23.6638412,-46.4613402
"183","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","BORBA GATO","59","LOJA 316 PISO SUPERIOR","SANTO AMARO","04747030","SP","7107","SAO PAULO","2046","33014556031741","LOJAS AMERICANAS","RUA BORBA GATO","SP, SAO PAULO, SANTO AMARO, RUA BORBA GATO, LOJAS AMERICANAS S.A.",-23.6543976,-46.7006078
"184","LOJAS AMERICANAS S.A.","","02","RUA","CONSELHEIRO MOREIRA DE BARROS","2780","LOJA 1011","LAUZANE PAULISTA","02430001","SP","7107","SAO PAULO","2046","33014556035577","LOJAS AMERICANAS","RUA CONSELHEIRO MOREIRA DE BARROS","SP, SAO PAULO, LAUZANE PAULISTA, RUA CONSELHEIRO MOREIRA DE BARROS, LOJAS AMERICANAS S.A.",-23.4820938,-46.6449203
"185","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","PRAÇA","SAMUEL SABATINI","200","LOJA  262 A 265","CENTRO","09750902","SP","7075","SAO BERNARDO DO CAMPO","2046","33014556038754","LOJAS AMERICANAS","PRAÇA SAMUEL SABATINI","SP, SAO BERNARDO DO CAMPO, CENTRO, PRAÇA SAMUEL SABATINI, LOJAS AMERICANAS S.A.",-23.6935903,-46.5509709
"186","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","FRANCISCO PRESTES MAIA","1029","","JARDIM NOVA PETROPOLIS","09770000","SP","7075","SAO BERNARDO DO CAMPO","2046","33014556038835","LOJAS AMERICANAS","AVENIDA FRANCISCO PRESTES MAIA","SP, SAO BERNARDO DO CAMPO, JARDIM NOVA PETROPOLIS, AVENIDA FRANCISCO PRESTES MAIA, LOJAS AMERICANAS S.A.",-23.7119175,-46.5433078
"187","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","ALAMEDA","DOS MARACATINS","1818","","INDIANOPOLIS","04089005","SP","7107","SAO PAULO","2046","33014556039998","LOJAS AMERICANAS","ALAMEDA DOS MARACATINS","SP, SAO PAULO, INDIANOPOLIS, ALAMEDA DOS MARACATINS, LOJAS AMERICANAS S.A.",-23.6108327,-46.6667566
"188","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","VEREADOR JOAO DE LUCA","483","","JARDIM PRUDENCIA","04381000","SP","7107","SAO PAULO","2046","33014556040066","LOJAS AMERICANAS","AVENIDA VEREADOR JOAO DE LUCA","SP, SAO PAULO, JARDIM PRUDENCIA, AVENIDA VEREADOR JOAO DE LUCA, LOJAS AMERICANAS S.A.",-23.6478381,-46.6703058
"189","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","NOVA CANTAREIRA","3265","","TUCURUVI","02341000","SP","7107","SAO PAULO","2046","33014556040147","LOJAS AMERICANAS","AVENIDA NOVA CANTAREIRA","SP, SAO PAULO, TUCURUVI, AVENIDA NOVA CANTAREIRA, LOJAS AMERICANAS S.A.",-23.4719444,-46.6180556
"190","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","SUMARE","1334","","SUMARE","05016110","SP","7107","SAO PAULO","2046","33014556040228","LOJAS AMERICANAS","AVENIDA SUMARE","SP, SAO PAULO, SUMARE, AVENIDA SUMARE, LOJAS AMERICANAS S.A.",-23.5408712,-46.6763093
"191","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","PIO XI","801","","ALTO DA LAPA","05060000","SP","7107","SAO PAULO","2046","33014556040309","LOJAS AMERICANAS","RUA PIO XI","SP, SAO PAULO, ALTO DA LAPA, RUA PIO XI, LOJAS AMERICANAS S.A.",-23.5309163,-46.7117628
"192","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","PRAÇA","CHARLES MULLER","117","","PACAEMBU","01234010","SP","7107","SAO PAULO","2046","33014556040490","LOJAS AMERICANAS","PRAÇA CHARLES MULLER","SP, SAO PAULO, PACAEMBU, PRAÇA CHARLES MULLER, LOJAS AMERICANAS S.A.",-23.5602324,-46.6379235
"193","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","REPUBLICA DO LIBANO","2304","","IBIRAPUERA","04502300","SP","7107","SAO PAULO","2046","33014556040570","LOJAS AMERICANAS","AVENIDA REPUBLICA DO LIBANO","SP, SAO PAULO, IBIRAPUERA, AVENIDA REPUBLICA DO LIBANO, LOJAS AMERICANAS S.A.",-23.5602324,-46.6379235
"194","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","ANTONIO BATUIRA","430","","ALTO DE PINHEIROS","05462050","SP","7107","SAO PAULO","2046","33014556040651","LOJAS AMERICANAS","RUA ANTONIO BATUIRA","SP, SAO PAULO, ALTO DE PINHEIROS, RUA ANTONIO BATUIRA, LOJAS AMERICANAS S.A.",-23.5643345,-46.6894928
"195","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","DOMINGOS DE MORAIS","2890","","VILA MARIANA","04036100","SP","7107","SAO PAULO","2046","33014556040732","LOJAS AMERICANAS","RUA DOMINGOS DE MORAIS","SP, SAO PAULO, VILA MARIANA, RUA DOMINGOS DE MORAIS, LOJAS AMERICANAS S.A.",-23.601778,-46.6370854
"196","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","ESTADOS UNIDOS","1324","","JARDIM AMERICA","01427001","SP","7107","SAO PAULO","2046","33014556040813","LOJAS AMERICANAS","RUA ESTADOS UNIDOS","SP, SAO PAULO, JARDIM AMERICA, RUA ESTADOS UNIDOS, LOJAS AMERICANAS S.A.",-23.5847222,-46.6761111
"197","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","MAESTRO CHIAFFARELLI","54","","JARDIM PAULISTA","01432030","SP","7107","SAO PAULO","2046","33014556040902","LOJAS AMERICANAS","RUA MAESTRO CHIAFFARELLI","SP, SAO PAULO, JARDIM PAULISTA, RUA MAESTRO CHIAFFARELLI, LOJAS AMERICANAS S.A.",-23.572494,-46.662197
"198","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","INTERLAGOS","2225","","JARDIM UMUARAMA","04661100","SP","7107","SAO PAULO","2046","33014556041038","LOJAS AMERICANAS","AVENIDA INTERLAGOS","SP, SAO PAULO, JARDIM UMUARAMA, AVENIDA INTERLAGOS, LOJAS AMERICANAS S.A.",-23.6764565,-46.6765647
"199","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","MARCONDES DE BRITO","1470","","CHACARA SEIS DE OUTUBRO","03509000","SP","7107","SAO PAULO","2046","33014556041119","LOJAS AMERICANAS","AVENIDA MARCONDES DE BRITO","SP, SAO PAULO, CHACARA SEIS DE OUTUBRO, AVENIDA MARCONDES DE BRITO, LOJAS AMERICANAS S.A.",-23.5370369,-46.5261233
"200","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","MORUMBI","6839","6843","MORUMBI","05650002","SP","7107","SAO PAULO","2046","33014556041208","LOJAS AMERICANAS","AVENIDA MORUMBI","SP, SAO PAULO, MORUMBI, AVENIDA MORUMBI, LOJAS AMERICANAS S.A.",-23.6172617,-46.7052492
"201","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","PROFESSOR VALERIO GIULI","104","","CHACARA DO ENCONTO","02416000","SP","7107","SAO PAULO","2046","33014556041380","LOJAS AMERICANAS","RUA PROFESSOR VALERIO GIULI","SP, SAO PAULO, CHACARA DO ENCONTO, RUA PROFESSOR VALERIO GIULI, LOJAS AMERICANAS S.A.",-23.4822225,-46.6317272
"202","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","PROFESSOR FRANCISCO MORATO","2950","LOJA  02","BUTANTA","05512300","SP","7107","SAO PAULO","2046","33014556041461","LOJAS AMERICANAS","AVENIDA PROFESSOR FRANCISCO MORATO","SP, SAO PAULO, BUTANTA, AVENIDA PROFESSOR FRANCISCO MORATO, LOJAS AMERICANAS S.A.",-23.5844112,-46.7255559
"203","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","GENERAL EDGAR FACO","840","","VILA ARCADIA","02924000","SP","7107","SAO PAULO","2046","33014556041542","LOJAS AMERICANAS","AVENIDA GENERAL EDGAR FACO","SP, SAO PAULO, VILA ARCADIA, AVENIDA GENERAL EDGAR FACO, LOJAS AMERICANAS S.A.",-23.4993188,-46.7061944
"204","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","ELISA SILVEIRA","57","","VILA SANTO ESTEFANO","04152000","SP","7107","SAO PAULO","2046","33014556041623","LOJAS AMERICANAS","RUA ELISA SILVEIRA","SP, SAO PAULO, VILA SANTO ESTEFANO, RUA ELISA SILVEIRA, LOJAS AMERICANAS S.A.",-23.6220874,-46.6284521
"205","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","SANTO AMARO","6440","LOJA  01","SANTO AMARO","04702002","SP","7107","SAO PAULO","2046","33014556041704","LOJAS AMERICANAS","AVENIDA SANTO AMARO","SP, SAO PAULO, SANTO AMARO, AVENIDA SANTO AMARO, LOJAS AMERICANAS S.A.",-23.636849,-46.6965293
"206","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","ITAPURA","721","742","VILA GOMES CARDIM","03310000","SP","7107","SAO PAULO","2046","33014556041895","LOJAS AMERICANAS","RUA ITAPURA","SP, SAO PAULO, VILA GOMES CARDIM, RUA ITAPURA, LOJAS AMERICANAS S.A.",-23.5449419,-46.5661445
"207","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","HARMONIA","373","","SUMAREZINHO","05435000","SP","7107","SAO PAULO","2046","33014556041976","LOJAS AMERICANAS","RUA HARMONIA","SP, SAO PAULO, SUMAREZINHO, RUA HARMONIA, LOJAS AMERICANAS S.A.",-23.5550419,-46.6883163
"208","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","SERGIPE","160","","CONSOLACAO","01243000","SP","7107","SAO PAULO","2046","33014556042000","LOJAS AMERICANAS","RUA SERGIPE","SP, SAO PAULO, CONSOLACAO, RUA SERGIPE, LOJAS AMERICANAS S.A.",-23.549028,-46.655217
"209","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","08","RUA","AFONSO BRAZ","508","","VILA NOVA CONCEICAO","04511001","SP","7107","SAO PAULO","2046","33014556042190","LOJAS AMERICANAS","RUA AFONSO BRAZ","SP, SAO PAULO, VILA NOVA CONCEICAO, RUA AFONSO BRAZ, LOJAS AMERICANAS S.A.",-23.5956573,-46.6763361
"210","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","DA ACLIMACAO","125","","ACLIMACAO","01531001","SP","7107","SAO PAULO","2046","33014556042271","LOJAS AMERICANAS","AVENIDA DA ACLIMACAO","SP, SAO PAULO, ACLIMACAO, AVENIDA DA ACLIMACAO, LOJAS AMERICANAS S.A.",-23.5677427,-46.6331756
"211","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","FRANCA PINTO","680","LOJA  2","VILA MARIANA","04016003","SP","7107","SAO PAULO","2046","33014556042352","LOJAS AMERICANAS","RUA FRANCA PINTO","SP, SAO PAULO, VILA MARIANA, RUA FRANCA PINTO, LOJAS AMERICANAS S.A.",-23.5877148,-46.6430648
"212","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","PROFESSOR JOSE HORACIO MEIRELES TEIXEIRA","1080","","VILA SUZANA","05630130","SP","7107","SAO PAULO","2046","33014556042433","LOJAS AMERICANAS","RUA PROFESSOR JOSE HORACIO MEIRELES TEIXEIRA","SP, SAO PAULO, VILA SUZANA, RUA PROFESSOR JOSE HORACIO MEIRELES TEIXEIRA, LOJAS AMERICANAS S.A.",-23.6121171,-46.7402615
"213","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","JOSE RAMON URTIZA","S/N","","VILA ANDRADE","05717270","SP","7107","SAO PAULO","2046","33014556042514","LOJAS AMERICANAS","RUA JOSE RAMON URTIZA","SP, SAO PAULO, VILA ANDRADE, RUA JOSE RAMON URTIZA, LOJAS AMERICANAS S.A.",-23.633343,-46.7291404
"214","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","EUSEBIO MATOSO","891","LOJA  03","PINHEIROS","05423901","SP","7107","SAO PAULO","2046","33014556042603","LOJAS AMERICANAS","AVENIDA EUSEBIO MATOSO","SP, SAO PAULO, PINHEIROS, AVENIDA EUSEBIO MATOSO, LOJAS AMERICANAS S.A.",-23.5643345,-46.6894928
"215","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","LUIZ DUMONT VILLARES","859",": E N° 901;","JARDIM SAO PAULO(ZONA NORTE)","02085100","SP","7107","SAO PAULO","2046","33014556042786","LOJAS AMERICANAS","AVENIDA LUIZ DUMONT VILLARES","SP, SAO PAULO, JARDIM SAO PAULO(ZONA NORTE), AVENIDA LUIZ DUMONT VILLARES, LOJAS AMERICANAS S.A.",-23.4944901,-46.6121287
"216","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","CLODOMIRO AMAZONAS","1299","","VILA NOVA CONCEICAO","04537012","SP","7107","SAO PAULO","2046","33014556042867","LOJAS AMERICANAS","RUA CLODOMIRO AMAZONAS","SP, SAO PAULO, VILA NOVA CONCEICAO, RUA CLODOMIRO AMAZONAS, LOJAS AMERICANAS S.A.",-23.5956573,-46.6763361
"217","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","NAZARE","1500","","IPIRANGA","04262200","SP","7107","SAO PAULO","2046","33014556042948","LOJAS AMERICANAS","AVENIDA NAZARE","SP, SAO PAULO, IPIRANGA, AVENIDA NAZARE, LOJAS AMERICANAS S.A.",-23.597246,-46.6101443
"218","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","AVENIDA","DOM PEDRO II","933","","VILA AMERICA","09110000","SP","7057","SANTO ANDRE","2046","33014556043081","LOJAS AMERICANAS","AVENIDA DOM PEDRO II","SP, SANTO ANDRE, VILA AMERICA, AVENIDA DOM PEDRO II, LOJAS AMERICANAS S.A.",-23.6685188,-46.5342753
"219","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","08","AVENIDA","PORTUGAL","1617","","BELA VISTA","09041320","SP","7057","SANTO ANDRE","2046","33014556043162","LOJAS AMERICANAS","AVENIDA PORTUGAL","SP, SANTO ANDRE, BELA VISTA, AVENIDA PORTUGAL, LOJAS AMERICANAS S.A.",-23.6685188,-46.5342753
"220","LOJAS AMERICANAS S.A.","AMERICANAS EXPRESS","02","RUA","GARCIA LORCA","301","LETRA 25A","PAULICEIA","09695000","SP","7075","SAO BERNARDO DO CAMPO","2046","33014556043677","LOJAS AMERICANAS","RUA GARCIA LORCA","SP, SAO BERNARDO DO CAMPO, PAULICEIA, RUA GARCIA LORCA, LOJAS AMERICANAS S.A.",-23.6544923,-46.5721507
"221","LOJAS AMERICANAS S.A.","LOJAS AMERICANAS SA","02","AVENIDA","VEREADOR JOSE DINIZ","3670","LOJA  1","SANTO AMARO","04604007","SP","7107","SAO PAULO","2046","33014556044134","LOJAS AMERICANAS","AVENIDA VEREADOR JOSE DINIZ","SP, SAO PAULO, SANTO AMARO, AVENIDA VEREADOR JOSE DINIZ, LOJAS AMERICANAS S.A.",-23.6162383,-46.6737025
"222","LOJAS AMERICANAS S.A.","LOJAS AMERICANAS SA","02","ALAMEDA","ARAGUAIA","1383","","ALPHAVILLE INDUSTRIAL","06455000","SP","6213","BARUERI","2046","33014556044487","LOJAS AMERICANAS","ALAMEDA ARAGUAIA","SP, BARUERI, ALPHAVILLE INDUSTRIAL, ALAMEDA ARAGUAIA, LOJAS AMERICANAS S.A.",-23.4980212,-46.8478988
"223","LOJAS AMERICANAS S.A.","LOJAS AMERICANAS SA","02","RUA","ABILIO SOARES","870","","PARAISO","04005003","SP","7107","SAO PAULO","2046","33014556044800","LOJAS AMERICANAS","RUA ABILIO SOARES","SP, SAO PAULO, PARAISO, RUA ABILIO SOARES, LOJAS AMERICANAS S.A.",-23.5762836,-46.6496591
"224","LOJAS AMERICANAS S.A.","LOJAS AMERICANAS SA","08","AVENIDA","ENGENHEIRO GEORGE CORBISIER","198","","JABAQUARA","04345000","SP","7107","SAO PAULO","2046","33014556044991","LOJAS AMERICANAS","AVENIDA ENGENHEIRO GEORGE CORBISIER","SP, SAO PAULO, JABAQUARA, AVENIDA ENGENHEIRO GEORGE CORBISIER, LOJAS AMERICANAS S.A.",-23.597246,-46.6101443
"225","LOJAS AMERICANAS S.A.","LOJAS AMERICANAS SA","02","RUA","AMERICO BRASILIENSE","279","","SANTA PAULA","09520030","SP","7077","SAO CAETANO DO SUL","2046","33014556045106","LOJAS AMERICANAS","RUA AMERICO BRASILIENSE","SP, SAO CAETANO DO SUL, SANTA PAULA, RUA AMERICO BRASILIENSE, LOJAS AMERICANAS S.A.",-23.6160839,-46.565467
"226","LOJAS AMERICANAS S.A.","LOJA 955 SA","02","ESTRADA","DOS ALPES","333","PARTE","JARDIM BELVAL","06423080","SP","6213","BARUERI","2046","33014556045297","LOJAS AMERICANAS","ESTRADA DOS ALPES","SP, BARUERI, JARDIM BELVAL, ESTRADA DOS ALPES, LOJAS AMERICANAS S.A.",-23.5108228,-46.9239991
"227","LOJAS AMERICANAS S.A.","LOJA 955 SA","02","ESTRADA","DAS LAGRIMAS","1986","","JARDIM SAO CAETANO","09580500","SP","7077","SAO CAETANO DO SUL","2046","33014556045963","LOJAS AMERICANAS","ESTRADA DAS LAGRIMAS","SP, SAO CAETANO DO SUL, JARDIM SAO CAETANO, ESTRADA DAS LAGRIMAS, LOJAS AMERICANAS S.A.",-23.6464761,-46.5766869
"228","LOJAS AMERICANAS S.A.","LOJA 955 SA","02","AVENIDA","PARADA PINTO","1940","LOJA  2","VILA NOVA CACHOEIRINHA","02611001","SP","7107","SAO PAULO","2046","33014556046269","LOJAS AMERICANAS","AVENIDA PARADA PINTO","SP, SAO PAULO, VILA NOVA CACHOEIRINHA, AVENIDA PARADA PINTO, LOJAS AMERICANAS S.A.",-23.471434,-46.6519801
"229","LOJAS AMERICANAS S.A.","LOJA 955 SA","02","AVENIDA","INDIANOPOLIS","440","","INDIANOPOLIS","04062000","SP","7107","SAO PAULO","2046","33014556046340","LOJAS AMERICANAS","AVENIDA INDIANOPOLIS","SP, SAO PAULO, INDIANOPOLIS, AVENIDA INDIANOPOLIS, LOJAS AMERICANAS S.A.",-23.6029739,-46.6557866
"230","LOJAS AMERICANAS S.A.","LOJA 955 SA","02","AVENIDA","LEAO MACHADO","100","LOJA  P-36","PARQUE CONTINENTAL","05328020","SP","7107","SAO PAULO","2046","33014556046420","LOJAS AMERICANAS","AVENIDA LEAO MACHADO","SP, SAO PAULO, PARQUE CONTINENTAL, AVENIDA LEAO MACHADO, LOJAS AMERICANAS S.A.",-23.5479732,-46.7573716
"231","LOJAS AMERICANAS S.A.","","02","AVENIDA","ALPHAVILLE","580","","EMPRESARIAL 18 DO FORTE","06472010","SP","6213","BARUERI","2046","33014556047230","LOJAS AMERICANAS","AVENIDA ALPHAVILLE","SP, BARUERI, EMPRESARIAL 18 DO FORTE, AVENIDA ALPHAVILLE, LOJAS AMERICANAS S.A.",-23.4980212,-46.8478988
"232","LOJAS AMERICANAS S.A.","","02","RUA","HENRIQUE SCHAUMANN","203","PARTE","PINHEIROS","05413020","SP","7107","SAO PAULO","2046","33014556047400","LOJAS AMERICANAS","RUA HENRIQUE SCHAUMANN","SP, SAO PAULO, PINHEIROS, RUA HENRIQUE SCHAUMANN, LOJAS AMERICANAS S.A.",-23.5631195,-46.6791826
"233","LOJAS AMERICANAS S.A.","","02","AVENIDA","PADRE ANTONIO JOSE DOS SANTOS","851","PARTE","CIDADE MONCOES","04563013","SP","7107","SAO PAULO","2046","33014556047583","LOJAS AMERICANAS","AVENIDA PADRE ANTONIO JOSE DOS SANTOS","SP, SAO PAULO, CIDADE MONCOES, AVENIDA PADRE ANTONIO JOSE DOS SANTOS, LOJAS AMERICANAS S.A.",-23.6107629,-46.686286
"234","LOJAS AMERICANAS S.A.","","02","RUA","BRAZ LEME","2175","LOJA  01                        PARTE","SANTANA","02022010","SP","7107","SAO PAULO","2046","33014556047664","LOJAS AMERICANAS","RUA BRAZ LEME","SP, SAO PAULO, SANTANA, RUA BRAZ LEME, LOJAS AMERICANAS S.A.",-23.4942684,-46.661293
"235","LOJAS AMERICANAS S.A.","","02","RUA","PEDROSO ALVARENGA","461","PARTE","ITAIM BIBI","04531011","SP","7107","SAO PAULO","2046","33014556047745","LOJAS AMERICANAS","RUA PEDROSO ALVARENGA","SP, SAO PAULO, ITAIM BIBI, RUA PEDROSO ALVARENGA, LOJAS AMERICANAS S.A.",-23.5847222,-46.6761111
"236","LOJAS AMERICANAS S.A.","","02","RUA","DA MOOCA","2413","2417 E 2421","MOOCA","03103003","SP","7107","SAO PAULO","2046","33014556048636","LOJAS AMERICANAS","RUA DA MOOCA","SP, SAO PAULO, MOOCA, RUA DA MOOCA, LOJAS AMERICANAS S.A.",-23.5552728,-46.6017015
"237","LOJAS AMERICANAS S.A.","","02","AVENIDA","GIOVANNI GRONCHI","5137","PARTE","VILA ANDRADE","05724003","SP","7107","SAO PAULO","2046","33014556048717","LOJAS AMERICANAS","AVENIDA GIOVANNI GRONCHI","SP, SAO PAULO, VILA ANDRADE, AVENIDA GIOVANNI GRONCHI, LOJAS AMERICANAS S.A.",-23.6317709,-46.735789
